Month,TIME_24_HOURS,MV_INVOLVED,BASE_SUB_BASE,COUNTY,ROAD,BRIEF_ACCIDENT_DETAILS,GENDER,AGE,CAUSE_CODE,VICTIM_TYPE,Date,Hour
3,2030,M.C KMDZ 496C BOXER & M/A/PED,SIAYA,SIAYA,BONDO-KISUMU,THE M/CYCLE KNOCKED DOWN A PEDESTRIAN,F,65,98.0,PEDESTRIAN,2017-03-18,20.0
3,2205,KCA 973Q T/ISIS & F/A/PED,STAREHE,NAIROBI,MURANGA RD,VEHICLE KNOCKED DOWN A VICTIM,F,28,68.0,PEDESTRIAN,2017-03-19,22.0
3,2215,KBT 651 T/COROLLA & M/A/PED,KANGUNDO,MACHAKOS,NAIROBI-TALA ROAD,VEHICLE KNOCKED DOWN A VICTIM,M,41,,PEDESTRIAN,2017-03-19,22.0
3,1230,KAS 509M I/M/BUS & M/A/PED,MARIAKANI,KILIFI,KALOLENI- MAZERAS RD,THE VEHICLE HIT A PEDESTRIAN,M,33,10.0,PEDESTRIAN,2017-03-19,12.0
3,0430,UNKNOWN M/V & PEDS,DTEO KAYOLE,NAIROBI,KANGUNDO RD,VEHICLE KNOCKED DOWN A VICTIM,F,40,98.0,PEDESTRIAN,2017-03-19,4.0
3,1930,UNKNOWN M/V & PED,BUNGOMA,BUNGOMA,BUNGOMA-MALABA,HIT & RUN,M/J,13,99.0,PEDESTRIAN,2017-03-20,19.0
3,2030,KCF 105P TOYOTA MATATU & PED,NYANDARUA,NYANDARUA,OLKALOU-NYAHURURU ROAD,THE MATATU KNOCKED DOWN A PEDESTRIAN,M,47,60.0,PEDESTRIAN,2017-03-20,20.0
3,1530,KBJ 857X T/SALOON & PED,KIAMBU,KIAMBU,NORTHERN BY PASS ROAD,VEHICLE KNOCKED DOWN A VICTIM,M/A,22,60.0,PEDESTRIAN,2017-03-20,15.0
3,2115,KCK 467C T/MATATU & M/A/PED,KARATINA,NYERI,NYERI-KARATINA,VEHICLE KNOCKED DOWN A VICTIM,M,A,63.0,PEDESTRIAN,2017-03-21,21.0
3,1900,KCE 398E PROBOX & M/J/PED,TRANSMARA,NAROK,KISII-KILGORIS,THE VEHICLE MADE A SUDDEN U-TURN DRAGGING A PEDESTRIAN,M,9,15.0,PEDESTRIAN,2017-03-21,19.0
3,0930,M/CYCLE 692D TVS & M/A/PED,NANDI CENTRAL,NANDI,KAPSABET-CHAVAKALI,THE M/CYCLE KNOCKED DOWN A PEDESTRIAN,M,38,6.0,PEDESTRIAN,2017-03-21,9.0
3,1400,KAW 188K ISUZU MINI BUS,SOTIK,BOMET,SOTIK-NAROK,THE BUS RAN OVER THE VICTIM WHO WAS TRYING TO BOARD THE MOVING BUS,J,M,9.0,PEDESTRIAN,2017-03-22,14.0
3,0730,KBP 943J T/WISH & F/A/PED,SAGANA,KIRINYAGA,SAGANA-KARATINA,THE VEHICLES KNOCKED DOWN A PEDESTRIAN,F,43,98.0,PEDESTRIAN,2017-03-23,7.0
3,0220,HIT AND RUN,INDO AREA,NAIROBI,MOMBASA,UNKNOWN PEDESTRIAN WAS HIT BY UNKNOWN M/V WHICH DID NOT STOP AND DIED ON THE SPOT.,M,A,98.0,PEDESTRIAN,2017-03-24,2.0
3,2000,KMDS 495Y,MOYALE,MOYALE,SESSI,THE CYCLE KNOCKED DOWN THE VICTIM,M,59,98.0,PEDESTRIAN,2017-03-14,20.0
3,1930,UNKNOWN M/V,BUNGOMA,BUNGOMA,BUNGOMA WEBUYE,HIT & RUN,F,A,98.0,PEDESTRIAN,2017-03-13,19.0
3,0840,KCA 999L PORSCHE,DAGORETTI,NAIROBI,WAIYAKI WAY,VEHICLE KNOCKED DOWN A VICTIM,F,A,60.0,PEDESTRIAN,2017-03-12,8.0
3,1730,UNKNOWN M/V & F/A/PED,KIKUYU,KIAMBU,SOUTHERN BY PASS,VEHICLE KNOCKED DOWN A VICTIM,F,42,98.0,PEDESTRIAN,2017-03-09,17.0
2,2145,KCH 357W T/IST & M/A/PED,DTEO KASARANI,NAIROBI,THIKA RD,VEHICLE KNOCKED DOWN A VICTIM,M,20,98.0,PEDESTRIAN,2017-02-22,21.0
2,1730,GK B 529 ISUZU DMAX & M/J/PED,KURIA,MIGORI,NTIMARU-KEHANCHA,VEHICLE KNOCKED DOWN A VICTIM,M,J,36.0,PEDESTRIAN,2017-02-22,17.0
2,0930,UNKNOWN,MOGOTIO,BARINGO,EMINING-OTERIT RD,VEHICLE KNOCKED DOWN A VICTIM,M,31,30.0,PEDESTRIAN,2017-02-22,9.0
2,2030,UNKNOWN,THIKA,KIAMBU,THIKA GATANGA,HIT & RUN,M,37,98.0,PEDESTRIAN,2017-02-28,20.0
3,0800,UNKNOWN M/V,NAIVASHA,NAKURU,NAIVASHA KINANGOP,HIT & RUN,M,45,98.0,PEDESTRIAN,2017-03-01,8.0
3,2045,KCJ 697J TOYOTA RUSH,NJORO,NAKURU,ELBURGON NJORO,VEHICLE KNOCKED DOWN A VICTIM,F,39,29.0,PEDESTRIAN,2017-03-07,20.0
3,1630,KBY 010N TOYOTA AXIO,HOMABAY,HOMABAY,HOMABAY-KENDU BAY,VEHICLE KNOCKED DOWN A VICTIM,M,A,63.0,PEDESTRIAN,2017-03-07,16.0
3,1600,KBP 631V ISUZU LORRY,KIKUYU,KIAMBU,KIKUYU-DAGORETTI,THE LORRY KNOCKED DOWN A PEDESTRIAN,M,69,63.0,PEDESTRIAN,2017-03-07,16.0
3,1205,KBM 918Q TOYOTA FIELDER,INDO AREA,NAIROBI,MOMBASA ROAD,VEHICLE KNOCKED DOWN A VICTIM,F,A,63.0,PEDESTRIAN,2017-03-07,12.0
3,2030,KCC 648S ISUZU BUS,DTEO CENTRAL,NAIROBI,MURANG'A ROAD,VEHICLE KNOCKED DOWN A VICTIM,M,62,98.0,PEDESTRIAN,2017-03-10,20.0
3,1720,KCA 741X T/FIELDER,BOMET,BOMET,BOMET -NAROK,VEHICLE KNOCKED DOWN A VICTIM,M,J,68.0,PEDESTRIAN,2017-03-12,17.0
3,1400,KAU 846M TOYOTA MATATU,DTEO INDO AREA,NAIROBI,MOMBASA ROAD,THE VEHICLE LOST CONTROL AND VEERED OFF THE ROAD,M,A,26.0,PEDESTRIAN,2017-03-10,14.0
3,0930,KBJ 916R NISSAN UD BUS,KISUMU,KISUMU,KISUMU TOWNSHIP,THE BUS RAN OVER THE VICTIM,M,A,98.0,PEDESTRIAN,2017-03-10,9.0
3,0230,KBH 233M TOYOTA HARRIER,ATHI RIVER,MACHAKOS,NAIROBI MOMBASA,VEHICLE KNOCKED DOWN A VICTIM,M,A,60.0,PEDESTRIAN,2017-03-11,2.0
3,0130,UNKNOWN CYCLE,OTHAYA,NYERI,NDUNYU MUNYANGE,THE CYCLE KNOCKED DOWN THE VICTIM,M,56,36.0,PEDESTRIAN,2017-03-11,1.0
3,2130,UNKNOWN,TAWA POLICE STN,MAKUENI,TAWA KALAWANI,HIT & RUN,M,40,98.0,PEDESTRIAN,2017-03-11,21.0
3,1610,KCE 689T TOYOTA MATATU,MWEA,KIRINYAGA,MWEA EMBU,VEHICLE KNOCKED DOWN A VICTIM,M,A,11.0,PEDESTRIAN,2017-03-11,16.0
3,1145,41CG032A T/FORTUNER,SALGAA,NAKURU,NAKURU ELDORET,THE VEHICLE LOST CONTROL AND KNOCKED DOWN THE VICTIMS,M,A,26.0,PEDESTRIAN,2017-03-11,11.0
3,2045,KBS 821W TOYOTA MATATU,DAGORETTI,NAIROBI,WAIYAKI WAY,VEHICLE KNOCKED DOWN A VICTIM,M,A,98.0,PEDESTRIAN,2017-03-12,20.0
3,1800,UNKNOWN M/VEHICLE (HIT & RUN),AWENDO,MIGORI,RONGO- AWENDO,VEHICLE KNOCKED DOWN A VICTIM,F,26,98.0,PEDESTRIAN,2017-03-12,18.0
3,1530,KCJ 130W NISSAN MATATU,BURETI,KERICHO,KERICHO LETAIN,VEHICLE KNOCKED DOWN A VICTIM,F,61,7.0,PEDESTRIAN,2017-03-24,15.0
3,1445,KBN 858F ISUZU BUS,KIAMBU,KIAMBU,KIAMBU WEST,THE M/V HIT THE VICTIM KILLING HIM.,M,22,11.0,PEDESTRIAN,2017-03-24,14.0
3,1830,KBJ 538Q ISUZU BUS,ELDORET,UASIN NGISHU,PLATEAU GIRLS HIGH SCHOOL,HIT & RUN,F,16,70.0,PEDESTRIAN,2017-03-24,18.0
5,0630,UNKNOWN M/V (HIT AND RUN),NAMANGA,KAJIADO,NAMANGA- KAJIADO,M/V KILLED A M/A PEDESTRIAN KILLING HIM ON THE SPOT.,M,63,61.0,PEDESTRIAN,2017-05-19,6.0
5,2320,M/V KBR 287A T/PREMIO AND M/A/PED,NAKURU,NAKURU,ELDORET NAKURU,M/V HIT ONE PERSON CROSSING THE ROAD KILING HIM INSTANTLY.,M,25,60.0,PEDESTRIAN,2017-05-13,23.0
5,1930,M/V SSD 046G TOYOTA RAV4 AND M/A/PED,NAKURU,NAKURU,ELDORET NAKURU,M/V DRIVER KNOCKED DOWN A PERSON CROSSING THE ROAD KILLING HIM ON THE SPOT.,M,57,60.0,PEDESTRIAN,2017-05-13,19.0
5,0900,UNKNOWN M/V AND M/A/PED,KANDARA,MURANGA,KANDARA- KITHIMA,M/V HIT ONE PERSON KILLING HIM INSTANTLY.,M,36,98.0,PEDESTRIAN,2017-05-13,9.0
5,1730,KBB 181J TOYOTA PRADO,STAREHE,NAIROBI,THIKA SUPERHIGHWAY,VEHICLE KNOCKED DOWN A VICTIM,M,A,63.0,PEDESTRIAN,2017-05-14,17.0
5,1030,KMDS 131B CAPTAIN,EMBU,EMBU,EMBU- SIAKAGO,M/CYCLIST KNOCKED DOWN A F/A PEDESTRIAN WHO WAS CROSSSIND THE ROAD KILING HIM ON THE SPOT.,F,77,61.0,PEDESTRIAN,2017-05-14,10.0
5,1000,KCL 221J TOYOTA FORYUNER,EMBAKASI,NAIROBI,MOMBASA ROAD,M/V DRIVER DUE TO HIGH SPEED LOST CONTROL VEERING OFF THE ROAD KNOCKING DOWN A M/A PEDESTRIAN KILLING HIM ON THE SPOT.,M,30,29.0,PEDESTRIAN,2017-05-14,10.0
5,1100,KBL 062P LIBERTY,KIMILILI,BUNGOMA,KITALE-WEBUYE,THE DRIVER OF THE SAID VEHICLE HIT A PEDESTRIAN ON REACHING THE LOCATION OF THE ACCIDENT.,1,A,7.0,PEDESTRIAN,2017-05-15,11.0
5,2000,KBM 505F CANTER & KCC 078H MAN SHACK LORRY,MACHAKOS,MACHAKOS,MACHAKOS-HUDUMA CENTRE,THE VEHICLEKNOCKED DOWN THE VICTIM,M,40,16.0,PEDESTRIAN,2017-05-18,20.0
5,1940,UNKNOWN M/V (HIT AND RUN),NAIVASHA,NAKURU,MAI MAHIU- NAIVASHA,VEHICLE KNOCKED DOWN A VICTIM,M,A,98.0,PEDESTRIAN,2017-05-19,19.0
5,1945,M/CY KMDW 865R AND M/A/PED,NGARUA,LAIKIPIA,KINAMBA- NYAHURURU,M/CYCLIST KNOCKED A PERSON CROSSSING THE ROAD FROM L-R AND HE DIED ON THE SPOT.,M,43,63.0,PEDESTRIAN,2017-05-20,19.0
5,0730,KBQ 867K TOYOTA TOWNACE,KIKUYU,KIAMBU,KIKUYU-WANGIGE,THE VEHICLE LOST CONTROL VEERING OFF THE ROAD,F,45,11.0,PEDESTRIAN,2017-05-12,7.0
8,2130,KBG 733R I/D/ MAX,GITHUNGURI,KIAMBU,,VEHICLE KNOCKED DOWN A VICTIM,M,31,38.0,PEDESTRIAN,2017-08-09,21.0
5,0600,UNKNOWN M/V AND M/A/PED,DTEO STAREHE,NAIROBI,THIKA SUPERHIGHWAY,M/V HIT UNKNOWN M/A/PEDESTRIAN WHO WAS CROSING THE ROAD FROM L-R KILLING HIM INSTANTLY.,M,A,98.0,PEDESTRIAN,2017-05-20,6.0
5,0130,UNKNOWN M/V (HIT AND RUN),KERICHO,KERICHO,KERICHO- KISUMU,M/V KNOCHED DOWN UNKNOWN M/A PEDESTRIAN KILLING HIM ON THE SPOT.,M,A,98.0,PEDESTRIAN,2017-05-21,1.0
5,2140,KAS 548E TOYOTA SALOON,KISIUMU,KISUMU,KISUMU- NAIROBI,M/V DRIVER KNOCHED DOWN A M/A PEDESTRIAN KILLING HIM ON THE SPOT.,M,35,68.0,PEDESTRIAN,2017-05-21,21.0
5,1700,KBZ 080D SCANIA BUS,RUIRU,KIAMBU,THIKA SUPERHIGHWAY,BUS DRIVER KNOCKED DOWN M/A PEDESTRIAN SUSTAINED SERIOUS INJURIES AND DIED IN HOSPITAL,M,A,60.0,PEDESTRIAN,2017-05-21,17.0
5,0530,KBR 760Z/ ZD 9426 AXOR TRAILOR,MTWAPA,MOMBASA,MOMBASA- KILIFI,TRAILOR KNOCKED DOWN M/A PEDESTRIAN KILLING HIM ON THE SPOT.,M,A,8.0,PEDESTRIAN,2017-05-21,5.0
5,1745,KBX 623C TOYOTA FIELDER,KARATINA,NYERI,KARARTINA- KIMABARA,VEHICLE KNOCKED DOWN A VICTIM,M,3,26.0,PEDESTRIAN,2017-05-23,17.0
5,1600,KCK 779V TOYOTA PROBOX,MATUNDA,VIHIGA,ELDORET - KITALE,VEHICLE KNOCKED DOWN A VICTIM,F,A,26.0,PEDESTRIAN,2017-05-23,16.0
5,1140,UNKNOWN M/V (HIT AND RUN),MOGOTIO,BARINGO,MARIGAT- MOGOTIO,VEHICLE KNOCKED DOWN A VICTIM,M,A,30.0,PEDESTRIAN,2017-05-23,11.0
5,2000,UNKNOWN M/V AND M/A/PED,DTEO EMBAKASI,NAIROBI,NORTH AIRPORT,UNKNOWN M/V HIT ONE PERSON CROSSING THE ROAD KILLING HIM ON THE SPOT.,M,30,98.0,PEDESTRIAN,2017-05-13,20.0
5,2230,UNKNOWN,KIKUYU,KIAMBU,LOWER KABETE,HIT & RUN,M,33,11.0,PEDESTRIAN,2017-05-12,22.0
3,1620,KCK 363D PROBOX & M/A/PED,KIRITIRI,EMBU,EMBU- KIVAA,VEHICLE KNOCKED DOWN A VICTIM,M,70,7.0,PEDESTRIAN,2017-03-25,16.0
4,2110,KBC 479G TOYOTA TOWNACE,MARAGUA,MURANGA,KENOL-MURANGA,VEHICLE KNOCKED DOWN A VICTIM,M,53,68.0,PEDESTRIAN,2017-04-25,21.0
3,1820,KCL 304B TOYOTA AXIO,MACHAKOS,MACHAKOS,NAIROBI MOMBASA,VEHICLE KNOCKED DOWN A VICTIM,F,A,60.0,PEDESTRIAN,2017-03-26,18.0
3,1930,KAU 585L RANGE ROVER,KIKUYU,KIAMBU,NAIVASHA NAIROBI,VEHICLE KNOCKED DOWN A VICTIM,F,30,68.0,PEDESTRIAN,2017-03-27,19.0
3,1100,KBX 192X/ZB SHACKMAN,NAKURU,NAKURU,NAKURU- ELDORET,VEHICLE KNOCKED DOWN A VICTIM,M,38,68.0,PEDESTRIAN,2017-03-27,11.0
3,1800,KAU 932Y MITSUBISHI P/UP,ISIOLO,ISIOLO,ISIOLO MARSABIT,VEHICLE KNOCKED DOWN A VICTIM,M,60,29.0,PEDESTRIAN,2017-03-29,18.0
3,1600,KAN 356X TOYOTA HILUX P/UP,BARINGO,BARINGO,TALAI KAPTUM MURRAM ROAD,THE M/V HIT A M/A PEDESTRIAN TRIED TO STEAL A RIDE WHERE HE FELL DOWN AND DIED.,M,20,72.0,PEDESTRIAN,2017-03-30,16.0
3,0835,KBN 907F ISUZU BUS,CENTRAL,NAIROBI,UHURU HIGHWAY,VEHICLE KNOCKED DOWN A VICTIM,F,A,98.0,PEDESTRIAN,2017-03-30,8.0
3,1930,KCG 261Y TOYOTA SALOON,MALINDI,KILIFI,MALINDI-LAMU,VEHICLE KNOCKED DOWN A VICTIM,M,A,61.0,PEDESTRIAN,2017-03-31,19.0
3,1900,KBX 325A HOWO TIPPER,KABRAS,KAKAMEGA,KAKAMEGA-WEBUYE,VEHICLE KNOCKED DOWN A VICTIM,M,A,16.0,PEDESTRIAN,2017-03-31,19.0
3,1500,UNKNOWN,NYERI,NYERI,NYERI-GATHUTHI,HIT & RUN,M,45,98.0,PEDESTRIAN,2017-03-31,15.0
4,1645,KCH 642R TOYOTA MATATU(LIKANA ROUTE 114/115),TIGONI,KIAMBU,LIMURU-KUTUS,VEHICLE KNOCKED DOWN A VICTIM,M,A,63.0,PEDESTRIAN,2017-04-25,16.0
5,1700,KCA 535S T/PROBOX,DAGORETI,NAIROBI,WAIYIAKI WAY,VEHICLE KNOCKED DOWN A VICTIM,M,27,98.0,PEDESTRIAN,2017-05-12,17.0
4,1845,KAL 140V ISUZU NKR LORRY,KERUGOYA,KIRINYAGA,KIRINYAGA-KUTUS,VEHICLE KNOCKED DOWN A VICTIM,M,A,79.0,PEDESTRIAN,2017-04-25,18.0
4,1438,KAL 137D NISSAN MATATU,DAGORETI,NAIROBI,MACHARIA ROAD,VEHICLE KNOCKED DOWN A VICTIM,M,A,98.0,PEDESTRIAN,2017-04-25,14.0
4,1930,KCH 065J TOYOTA MATATU (CLASSIC LUXURY SHUTTLE ),KAKAMEGA,KAKAMEGA,KAKAMEGA-KISUMU,VEHICLE KNOCKED DOWN A VICTIM,M,A,60.0,PEDESTRIAN,2017-04-25,19.0
4,2030,KBT 292H TOYOTA COROLLA,KAYOLE,NAIROBI,KANGUNDO ROAD,VEHICLE KNOCKED DOWN A VICTIM,M,A,10.0,PEDESTRIAN,2017-04-25,20.0
5,1856,KBV 887T T/HILUX P/UP,CHANGAMWE,MOMBASA,NAIROBI-MOMBASA,THE VEHICLE LOST CONTROL AND KNOCKED DOWN THE VICTIM,F,48,26.0,PEDESTRIAN,2017-05-03,18.0
5,1800,KCC 278J NISSAN MATATU,MALINDI,KILIFI,MALINDI-LAMU,VEHICLE KNOCKED DOWN A VICTIM,M,80,61.0,PEDESTRIAN,2017-05-03,18.0
5,0715,KBR 594M T/FIELDER,CHUKA,MERU,MERU-CHUKA,VEHICLE KNOCKED DOWN A VICTIM,M,50,26.0,PEDESTRIAN,2017-05-04,7.0
5,1955,KBQ 851V T/MATATU,MATUU,MACHAKOS,MATUU-THIKA,VEHICLE KNOCKED DOWN A VICTIM,M,48,61.0,PEDESTRIAN,2017-05-12,19.0
5,2345,KZP 618 ISUZU LORRY,GATUNDU,KIAMBU,ITURAMIRO-KIBIRU MURRAM ROAD,VEHICLE KNOCKED DOWN A VICTIM,M,A,26.0,PEDESTRIAN,2017-05-12,23.0
8,1830,KBA 255A I/M/BUS,DTEO STAREHE,NAIROBI,FIRST AVENUE,VEHICLE KNOCKED DOWN A VICTIM,M,30,98.0,PEDESTRIAN,2017-08-07,18.0
2,0139,KBR 741X HONDA CRV & M/A/PED,DTEO DAGORETI,NAIROBI,WAIYAKI WAY,VEHICLE KNOCKED DOWN A VICTIM,M,A,98.0,PEDESTRIAN,2017-02-22,1.0
8,0900,UNKNOWN,MATUU,MACHAKOS,KIVAA-EMBU,HIT & RUN,M,42,98.0,PEDESTRIAN,2017-08-09,9.0
10,2130,UNKNOWN M/V,KONDELE,KISUMU,KISUMU KAKAMEGA,HIT & RUN,M,A,98.0,PEDESTRIAN,2017-10-16,21.0
9,2140,UNKNOWN M/V,CENTRAL,NAIROBI,HAILE SELASIE AVENUE,HIT & RUN,M,28,98.0,PEDESTRIAN,2017-09-21,21.0
8,1100,UNKNOWN M/V,MAKUENI,MAKUENI,MUMBINI WOTE,HIT & RUN,M,A,98.0,PEDESTRIAN,2017-08-19,11.0
9,1700,KAS 542Y BMW SALOON,MACHAKOS,MACHAKOS,KANGUNDO MACHAKOS,VEHICLE KNOCKED DOWN A VICTIM,M,A,63.0,PEDESTRIAN,2017-09-21,17.0
8,1720,KBS 338L ISUZU MINI BUS,KAYOLE,NAIROBI,KANGUNDO ROAD,VEHICLE KNOCKED DOWN A VICTIM,M,35,72.0,PEDESTRIAN,2017-08-19,17.0
9,2030,KBT 239L ISUZU FVR,EMBAKASI,NAIROBI,OUTERING ROAD,VEHICLE KNOCKED DOWN A VICTIM,M,A,60.0,PEDESTRIAN,2017-09-21,20.0
9,1530,KCJ 229X TOYOTA MATATU,NYERI,NYERI,NYERI NANYUKI,VEHICLE KNOCKED DOWN A VICTIM,M,11,98.0,PEDESTRIAN,2017-09-21,15.0
10,2245,KCF 675B NISSAN TIIDA,THIKA,KIAMBU,THIKA SUPERHIGHWAY,VEHICLE KNOCKED DOWN A VICTIM,F,A,63.0,PEDESTRIAN,2017-10-10,22.0
10,1000,KCF 223W TOYOTA FIELDER,SAGANA,KIRINYAGA,SAGANA KAGIO,VEHICLE KNOCKED DOWN A VICTIM,M,A,11.0,PEDESTRIAN,2017-10-10,10.0
10,2200,KCG 688D TOYOTA MATATU,NAIVASHA,NAKURU,NAIROBI NAKURU,VEHICLE KNOCKED DOWN A VICTIM,M,A,60.0,PEDESTRIAN,2017-10-10,22.0
10,2040,UNKNOWN M/V,WEBUYE,BUNGOMA,WEBUYE BUNGOMA,HIT & RUN,M,A,98.0,PEDESTRIAN,2017-10-12,20.0
10,1800,KBB 242T SUZUKI MARRUTI,MURANGA,MURANGA,KANGEMA MURANGA,THE VEHICLE LOST CONTROL VEERED OFF THE ROAD AND KNOCKED DOWN THE VICTIM,M,25,7.0,PEDESTRIAN,2017-10-12,18.0
10,0730,KCD 497C TOYOTA FIELDER,NAKURU,NAKURU,WITHIN JAMUHURI PRIMARY SCHOOL,VEHICLE KNOCKED DOWN A VICTIM,F,7,26.0,PEDESTRIAN,2017-10-12,7.0
8,1200,KAN 817A MATATU,RUNYENJES,EMBU,UGWERI RUNYEJES ROAD,VEHICLE KNOCKED DOWN A VICTIM,M,8,98.0,PEDESTRIAN,2017-08-18,12.0
10,1330,KBU 207P FOTON LORRY,BURUBURU,NAIROBI,BARAKA ROAD,VEHICLE KNOCKED DOWN A VICTIM,M,58,98.0,PEDESTRIAN,2017-10-23,13.0
10,0900,KCE 112A I/M/BUS,ATHI RIVER,MACHAKOS,NAIROBI MOMBASA ROAD,VEHICLE KNOCKED DOWN A VICTIM,F,A,61.0,PEDESTRIAN,2017-10-16,9.0
10,0800,UNKNOWN M/V,OLJOROROK,NYANDARUA,OLJOROROK OLKALAU,HIT & RUN,M,40,98.0,PEDESTRIAN,2017-10-16,8.0
10,1400,KBD 341W TANKER,BONDO,SIAYA,BONDO USENGE,VEHICLE KNOCKED DOWN A VICTIM,M,10,59.0,PEDESTRIAN,2017-10-18,14.0
10,1210,KCK 472 MITSUBISHI LORRY,DTEO MAKONGENI,NAIROBI,RABAI ROAD,VEHICLE KNOCKED DOWN A VICTIM,M,A,63.0,PEDESTRIAN,2017-10-18,12.0
8,2100,KCJ 344N TOYOTA SALOON,LANGATA,NAIROBI,SOUTHERN BY PASS,VEHICLE KNOCKED DOWN A VICTIM,M,14,98.0,PEDESTRIAN,2017-08-16,21.0
10,1000,UNKNOWN M/V,BAMBURI,MOMBASA,OLD MOMBASA MALINDI,HIT & RUN,M,37,13.0,PEDESTRIAN,2017-10-22,10.0
10,2230,UNKNOWN M/V,STAREHE,NAIROBI,WANGARI MATHAAI,HIT & RUN,M,34,,PEDESTRIAN,2017-10-22,22.0
10,2140,KCK 755L T/RACTIS,EMBAKASI,NAIROBI,MOMBASA ROAD,VEHICLE KNOCKED DOWN A VICTIM,F,26,,PEDESTRIAN,2017-10-22,21.0
10,1640,KBV 520V FH MINI BUS,ATHI RIVER,MACHAKOS,NAIROBI MOMBASA ROAD,VEHICLE KNOCKED DOWN A VICTIM,M,A,60.0,PEDESTRIAN,2017-10-22,16.0
10,1600,KAY 263N ISUZU NPR,KIKUYU,KIAMBU,NAIROBI NAIVASHA,VEHICLE KNOCKED DOWN A VICTIM,M,32,68.0,PEDESTRIAN,2017-10-22,16.0
10,1400,KCG 172N ISUZU LORRY,SAGANA,KIRINYAGA,SAGANA MURANGA,VEHICLE KNOCKED DOWN A VICTIM,M,42,,PEDESTRIAN,2017-10-22,14.0
10,1830,T407 CRANE,MAKONGENI,NAIROBI,MOYALE,VEHICLE KNOCKED DOWN A VICTIM,M,35,,PEDESTRIAN,2017-10-22,18.0
9,2210,KCH 039E TOYOTA MATATU,DAGORETTI,NAIROBI,WAIYAKI WAY,VEHICLE KNOCKED DOWN A VICTIM,M,A,60.0,PEDESTRIAN,2017-09-21,22.0
9,1820,KAV 201Q ISUZU M/BUS,STAREHE,NAIROBI,JUJA ROAD,VEHICLE KNOCKED DOWN A VICTIM,M,A,7.0,PEDESTRIAN,2017-09-19,18.0
8,0930,UNKNOWN M/V,MTITO ANDEI,MAKUENI,MOMBASA NAIROBI,HIT & RUN,M,A,63.0,PEDESTRIAN,2017-08-19,9.0
8,0800,KBK 835M TOYOTA COROLLA,KISERIAN,KAJIADO,NGONG KISERIAN,VEHICLE KNOCKED DOWN A VICTIM,M,A,7.0,PEDESTRIAN,2017-08-19,8.0
8,1820,KAV 546S MATATU (OUTREACH SACCO),DTEO MAKONGENI,NAIROBI,MUTHURWA ACCESS ROAD,VEHICLE KNOCKED DOWN A VICTIM,M,28,98.0,PEDESTRIAN,2017-08-30,18.0
8,1320,KBL 976B MATATU (2NK SACCO),LARI,KIAMBU,NAIROBI-NAIVASHA,VEHICLE KNOCKED DOWN A VICTIM,M,69,60.0,PEDESTRIAN,2017-08-30,13.0
8,1600,KCH 076B ISUZU P/UP,NYAMIRA,NYAMIRA,NYAMIRA IKONGE,VEHICLE KNOCKED DOWN A VICTIM,M,40,98.0,PEDESTRIAN,2017-08-27,16.0
8,1600,KBV 039H P/UP,KAKAMEGA,KAKAMEGA,KAKAMEGA WEBUYE,VEHICLE KNOCKED DOWN A VICTIM,M,A,63.0,PEDESTRIAN,2017-08-27,16.0
9,2315,UNKNOWN,KAYOLE,NAIROBI,JOGOO,HIT & RUN,M,A,98.0,PEDESTRIAN,2017-09-03,23.0
8,1845,KCG 758N TOYOTA MATATU,OYUGIS,HOMA BAY,OYUGIS KISUMU,VEHICLE KNOCKED DOWN A VICTIM,M,J,9.0,PEDESTRIAN,2017-08-27,18.0
8,1930,UNKNOWN,KIAMBU,KIAMBU,NAIROBI NAIVASHA,HIT & RUN,F,50,98.0,PEDESTRIAN,2017-08-27,19.0
9,2010,KBJ 263X TOYOTA ALLION,KIMILILI,BUNGOMA,KIMILILI-MIIKHU,VEHICLE KNOCKED DOWN A VICTIM,M,A,11.0,PEDESTRIAN,2017-09-07,20.0
9,2000,KCF 835E NISSAN BLUEBIRD,KIAMBU,KIAMBU,NORTHERN BY PASS,VEHICLE KNOCKED DOWN A VICTIM,M,A,36.0,PEDESTRIAN,2017-09-07,20.0
9,0640,KAR 918Y ISUZU LORRY,KARURI,KIAMBU,LIMURU RUAKA,THE VEHICLE LOST CONTROL AND KNOCKED DOWN THE VICTIM,F,10,26.0,PEDESTRIAN,2017-09-07,6.0
9,1345,KBA 842M T/MATYATU(ISKA INVESTMENTS COMPANY LTD),KIAMBU,KIAMBU,KIAMBU-THIKA,VEHICLE KNOCKED DOWN A VICTIM,M,A,68.0,PEDESTRIAN,2017-09-07,13.0
9,1100,UNKNOWN,MERU,TIGANIA,GATHITHINI LUNATIC,HIT & RUN,M,70,67.0,PEDESTRIAN,2017-09-07,11.0
8,1900,KBA 036V TOYOTA SALOON,SOTIK,BOMET,KAPLETUNDO CHEBOLE,THE VEHICLE LOST CONTROL AND KNOCKED DOWN THE VICTIM,M,71,26.0,PEDESTRIAN,2017-08-27,19.0
9,1545,KBQ 094K MIT LORRY,DIANI,KWALE,MBUGUNI CHECK POINT,VEHICLE KNOCKED DOWN A VICTIM,M,A,7.0,PEDESTRIAN,2017-09-11,15.0
9,1945,KAC 260H ISUZU MINIBUS,RUIRU,KIAMBU,EASTERN BY PASS,VEHICLE KNOCKED DOWN A VICTIM,M,J,63.0,PEDESTRIAN,2017-09-11,19.0
